"Timestamp","Vilken åldersgrupp tillhör du?","Är du prenumerant hos DN?","Hur troligt är det att du tecknar paketet?","","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?"
"2021/03/23 11:03:19 am CET","Över 65 år","Ja (enbart digitalt)","3","Nej","4","2","1","2","3","3","2"
"2021/03/23 11:04:00 am CET","40-65 år","Ja (enbart digitalt)","5","Gillar DN","1","1","5","5","1","1","1"
"2021/03/23 11:07:39 am CET","30-39 år","Ja (enbart digitalt)","4","Vill kunna läsa alla artiklar. Bryr mig inte om rabatter och korsord. BRa med extra konton.","1","1","5","3","2","1","1"
"2021/03/23 11:11:13 am CET","40-65 år","Ja (papperstidning)","3","Högst troligt, även om jag även föredrar att få en papperstidning (åtminstone på helgen)","4","3","3","4","1","3","4"
"2021/03/23 11:13:44 am CET","40-65 år","Ja (papperstidning)","1","","1","1","1","1","1","1","1"
"2021/03/23 11:14:02 am CET","40-65 år","Ja (enbart digitalt)","5","","1","1","5","5","1","1","3"
"2021/03/23 11:16:07 am CET","40-65 år","Ja (enbart digitalt)","4","Vill kunna läsa alla artiklar - även de låsta. Rimlig kostnad per månad ","1","2","5","3","3","1","1"
"2021/03/23 11:16:24 am CET","Över 65 år","Ja (papperstidning)","1","Jag har tidning 7 dagar i veckan. Det räcker. Det andra är för dyrt för det man får ","1","1","2","2","1","1","1"
"2021/03/23 11:16:29 am CET","40-65 år","Ja (papperstidning)","3","För många delar, bra att går att ha flera konton","1","1","5","3","2","1","2"
"2021/03/23 11:18:00 am CET","Över 65 år","Nej och har aldrig varit","1","Hatar er ide´att blockera innehållet bara för att man skall tvingas ta bort annonsblockeraren trots att det kan handla om att viktig samhällsinformation inte kan nå fram. De som inte vill ha reklam skall straffas med att hållas utanför viktig information.  Corona, krig mm skall  man inte få veta något om om man inte tar annonsblockeraren.","1","1","1","1","1","1","1"
"2021/03/23 11:19:44 am CET","40-65 år","Ja (enbart digitalt)","2","För dyrt.","1","1","2","1","1","1","1"
"2021/03/23 11:21:44 am CET","Under 30 år","Ja (enbart digitalt)","1","Det är dyrt som Faaaaaan","1","1","1","1","1","1","1"
"2021/03/23 11:21:45 am CET","40-65 år","Ja (enbart digitalt)","2","Behöver inte extra konton","1","2","1","2","1","3","4"
"2021/03/23 11:24:39 am CET","Över 65 år","Ja (enbart digitalt)","3","Enkelt: dyrt för ett digital abonemang","1","1","2","2","1","1","1"
"2021/03/23 11:28:08 am CET","30-39 år","Ja (enbart digitalt)","5","Ett rimligt pris för att kunna få åtkomst. Man vill grärna också ha åtkomst på den elektroniska papperstidningen.","2","3","2","2","2","3","3"
"2021/03/23 11:30:02 am CET","40-65 år","Ja (papperstidning)","3","Jag vill gärna ha papperstidningen.","1","1","3","4","1","1","1"
"2021/03/23 11:30:59 am CET","40-65 år","Ja (enbart digitalt)","1","","1","1","1","1","1","1","1"
"2021/03/23 11:31:03 am CET","Över 65 år","Ja (enbart digitalt)","2","","2","2","4","4","2","2","2"
"2021/03/23 11:31:03 am CET","40-65 år","Ja (enbart digitalt)","3","Idag använder jag bara artiklar på dn.se. Inte så intresserad av övriga.","1","1","3","5","1","1","2"
"2021/03/23 11:32:55 am CET","40-65 år","Ja (enbart digitalt)","4","Det är lite dyrt med tanke på att det är så mycket som du ändå har tillgång till gratis.","1","1","2","5","1","1","1"
"2021/03/23 11:33:13 am CET","40-65 år","Ja (papperstidning)","5","Mycket prisvärt jamfört m papperstidning som jag har nu. ","1","1","5","5","1","1","1"
"2021/03/23 11:33:38 am CET","40-65 år","Ja (enbart digitalt)","4","3 extra konton","1","1","4","4","2","1","2"
"2021/03/23 11:39:18 am CET","40-65 år","Ja (enbart digitalt)","4","Bra pris och innehåll","2","2","2","2","4","3","4"
"2021/03/23 11:41:24 am CET","40-65 år","Ja (enbart digitalt)","4","jag kan läsa allt samt arkivet och korsord är roligt","1","1","2","4","2","1","1"
"2021/03/23 11:46:15 am CET","40-65 år","Nej och har aldrig varit","3","Allt ingår.","1","1","1","5","1","1","1"
"2021/03/23 11:48:52 am CET","40-65 år","Nej, men har varit förut","2","Vill helst inte binda mig på prenumerationer, önskar mer öppna artiklar","1","1","2","2","1","1","1"
"2021/03/23 11:49:58 am CET","40-65 år","Nej, men har varit förut","2","Tre extra konton är attraktivt, men bara hemsida är inte lika intressant som en redigerad tidning","2","2","2","4","3","4","2"
"2021/03/23 11:51:41 am CET","40-65 år","Ja (enbart digitalt)","5","3 konton. ","1","1","1","1","1","1","1"
"2021/03/23 11:53:02 am CET","40-65 år","Ja (enbart digitalt)","5","","2","2","4","5","2","2","3"
"2021/03/23 11:55:05 am CET","40-65 år","Ja (enbart digitalt)","2","För högt pris jämfört med mängden reklam man möter på siten","2","1","3","3","1","1","2"
"2021/03/23 11:55:09 am CET","40-65 år","Ja (enbart digitalt)","2","Er app, fungerar dåligt.går ej att reagera på komentarer","1","1","2","2","1","1","1"
"2021/03/23 11:56:43 am CET","Över 65 år","Ja (enbart digitalt)","5","Bra nyhetsbas. Resten är mindre intressant","1","1","4","2","1","1","1"
"2021/03/23 11:58:54 am CET","Över 65 år","Ja (enbart digitalt)","4","Material i förhållande till priset.","1","1","2","4","1","1","2"
"2021/03/23 11:59:01 am CET","Över 65 år","Ja (papperstidning)","2","Vill ha tillgång till pdf upplagan","3","1","2","2","3","2","2"
"2021/03/23 11:59:07 am CET","40-65 år","Ja (enbart digitalt)","3","Det ligger prismässigt alldeles för högt i förhållande till användande. Rimlig nivå är ca 49:- så man kan ha abonnemang slentrianmässigt. Skulle alla tidskrifter ta 100+ :- så lär man inte abonnera på särskilt många.","1","1","2","3","1","1","1"
"2021/03/23 12:03:05 pm CET","40-65 år","Nej, men har varit förut","3","Priset är lagom.","1","1","3","3","1","1","1"
"2021/03/23 12:03:41 pm CET","40-65 år","Ja (papperstidning)","3","Innehåller allt utom pappret, verkar det. Utom  för min fru som också vill läsa.Tillgång för min fru som också vill läsa.","2","1","3","3","4","2","4"
"2021/03/23 12:05:03 pm CET","Över 65 år","Ja (enbart digitalt)","3","","1","1","3","3","1","1","1"
"2021/03/23 12:05:20 pm CET","40-65 år","Ja (enbart digitalt)","3","No essential difference to what I have and use today","4","4","5","5","2","1","5"
"2021/03/23 12:10:55 pm CET","40-65 år","Ja (enbart digitalt)","3","","1","1","2","3","1","1","1"
"2021/03/23 12:16:48 pm CET","Under 30 år","Nej och har aldrig varit","3","Läser ej pappertidningar ","1","1","1","2","1","1","1"
"2021/03/23 12:18:46 pm CET","40-65 år","Ja (enbart digitalt)","2","","1","1","2","2","1","1","1"
"2021/03/23 12:22:42 pm CET","Över 65 år","Ja (papperstidning)","1","","1","1","1","1","1","1","1"
"2021/03/23 12:26:01 pm CET","40-65 år","Ja (papperstidning)","2","Det verkar ganska omfattande men jag gillar min papperstidningen...","2","2","3","4","2","2","2"
"2021/03/23 12:26:11 pm CET","Över 65 år","Ja (papperstidning)","2","Jag måste hela tiden gå in och tömma /rensa alla mina digitala uppkopplingar för att ha möjlighet att läsa DN samt göra tävlingen som kommer på fredagar, tyvärr händer det bara ","1","1","1","1","1","1","1"
"2021/03/23 12:31:39 pm CET","Över 65 år","Ja (enbart digitalt)","3","Vägnibgcredsktuonrllt värdefullt innehåll och pris","1","1","4","3","2","1","2"
"2021/03/23 12:32:21 pm CET","Över 65 år","Ja (papperstidning)","3","Vill ha Arkivet också. ","2","1","3","5","5","2","4"
"2021/03/23 12:34:13 pm CET","Över 65 år","Ja (papperstidning)","3","har hela dn själv men tror många söker specifikt och då finns många plattformar att söka till","1","1","2","3","2","1","1"
"2021/03/23 12:36:16 pm CET","40-65 år","Ja (enbart digitalt)","3","Paketet innehåller mer än jag efterfrågar just nu.","1","1","3","3","1","1","2"
"2021/03/23 12:38:02 pm CET","40-65 år","Ja (papperstidning)","1","Fel innehåll","1","1","2","2","1","1","1"
"2021/03/23 12:40:48 pm CET","Över 65 år","Ja (enbart digitalt)","1","Hej! Vi betalar 36 kr per månad. Det lockar oss till prenumeration!","1","1","1","1","1","1","1"
"2021/03/23 12:42:13 pm CET","40-65 år","Ja (papperstidning)","5","","1","1","1","1","1","1","1"
"2021/03/23 12:50:48 pm CET","Över 65 år","Ja (papperstidning)","3","Lagom","4","4","2","2","4","4","4"
"2021/03/23 12:50:56 pm CET","40-65 år","Nej, men har varit förut","1","Har inte behovet","1","1","1","1","1","1","1"
"2021/03/23 12:52:23 pm CET","40-65 år","Ja (enbart digitalt)","4","Bra att kunna dela med sig","1","1","1","4","1","1","1"
"2021/03/23 12:54:24 pm CET","30-39 år","Ja (enbart digitalt)","4","verkar väl vara rätt vettigt pris?","1","2","4","5","3","1","3"
"2021/03/23 12:56:17 pm CET","40-65 år","Nej och har aldrig varit","2","","1","1","1","1","1","1","1"
"2021/03/23 1:03:47 pm CET","40-65 år","Ja (enbart digitalt)","4","Jag läser tidningen digitalt och vill ha tillgång till artiklar.","1","1","4","5","1","1","1"
"2021/03/23 1:04:23 pm CET","Över 65 år","Ja (papperstidning)","1","Jag har det jag behöver.","1","1","1","1","1","1","1"
"2021/03/23 1:10:33 pm CET","Över 65 år","Ja (enbart digitalt)","4","","1","1","5","5","1","1","1"
"2021/03/23 1:19:11 pm CET","Över 65 år","Ja (enbart digitalt)","4","Jag vill läsa artiklar som intresserar","1","1","4","4","2","1","2"
"2021/03/23 1:21:40 pm CET","Under 30 år","Ja (enbart digitalt)","3","Känns som att de extra sakerna som ingår (korsord, rabatter osv) inte är något för mig, vilket gör att det känns som jag betalar för mer än jag behöver. Hade antagligen varit mer benägen att betala 119kr/mån om det enbart stod ""Alla artiklar på DN.se och i DN-appen. Ser jag bilden ovan vill jag ha ett alternativ för en lägre kostnad med enbart artiklarna. ","1","1","4","3","1","1","1"
"2021/03/23 1:22:52 pm CET","40-65 år","Ja (enbart digitalt)","3","Priset är högt","1","1","3","3","1","1","1"
"2021/03/23 1:22:59 pm CET","30-39 år","Ja (enbart digitalt)","3","Hade värderat högre om jag sluppit erbjudande om rabatter.","1","1","4","4","1","1","1"
"2021/03/23 1:24:29 pm CET","30-39 år","Ja (papperstidning)","3","","3","3","3","3","3","3","3"
"2021/03/23 1:25:21 pm CET","40-65 år","Ja (enbart digitalt)","4","Jag vill gärna göra rätt för mig och inte dela ett konto med familjen, men att betala 99/familjemedlem är helt orimligt. ","1","1","2","5","1","1","2"
"2021/03/23 1:25:27 pm CET","Över 65 år","Ja (papperstidning)","4","","3","3","4","2","2","2","3"
"2021/03/23 1:26:30 pm CET","Över 65 år","Nej, men har varit förut","5","Intressanta artiklar, hög kvalitet, duktiga journalister","1","1","5","5","2","1","2"
"2021/03/23 1:28:10 pm CET","30-39 år","Ja (enbart digitalt)","2","Lite dyrare än jag velat, ställs nog lätt i relation till andra prenumerationstjänster som t.ex. Netflix trots att det är helt olika saker","1","1","2","2","1","1","1"
"2021/03/23 1:28:11 pm CET","Över 65 år","Ja (enbart digitalt)","3","Inte säker på stt jag behöver det som erbjuds.","1","1","1","3","1","1","1"
"2021/03/23 1:31:19 pm CET","40-65 år","Ja (enbart digitalt)","4","Prisvärt","1","1","4","4","2","1","3"
"2021/03/23 1:32:02 pm CET","Över 65 år","Ja (enbart digitalt)","3","Saknar intresse för de flesta tillägf","1","1","1","3","1","1","1"
"2021/03/23 1:32:07 pm CET","40-65 år","Ja (enbart digitalt)","4","Bra innehåll uppdateringar. Hinner läsa.","1","1","4","4","1","1","1"
"2021/03/23 1:32:47 pm CET","40-65 år","Ja (enbart digitalt)","4","Betalar 99 kr idag för dn.se. Skulle inte sluta prenumerera om priset höjdes till 119kr.","1","1","5","4","2","1","2"
"2021/03/23 1:32:51 pm CET","40-65 år","Ja (enbart digitalt)","4","enkelt att komma åt","1","1","5","5","1","1","1"
"2021/03/23 1:38:44 pm CET","Under 30 år","Ja (papperstidning)","1","jag anser inte att endast digital tilgång är värt de pengarna. jag betalar gärna för papperstidning men troligtvis inte mer är 60-70kr för enbart digitalt.","1","1","1","1","1","1","1"
"2021/03/23 1:42:51 pm CET","40-65 år","Ja (papperstidning)","3","Har en tredagarsprenumeration för att vi ibland vill läsa lite mer - och inte på skärm - och därför är jag inte på jakt efter en helt digital prenumeration.","2","2","3","4","2","2","3"
"2021/03/23 1:43:45 pm CET","40-65 år","Ja (papperstidning)","4","Gillar att få papperstidningen på helgen","2","2","3","4","3","2","2"
"2021/03/23 1:46:13 pm CET","40-65 år","Nej och har aldrig varit","1","Allt för dyrt för vad man får .. de flesta artiklar är ju bara översättingar av gamla nyheter från US  och kraftig vinklade dessutom. Hade det varit riktig journalistik så hade det kanske varit värt hälften ","1","1","1","1","1","1","1"
"2021/03/23 1:48:52 pm CET","40-65 år","Ja (enbart digitalt)","3","Eftersom jag är lite osäker","2","1","3","3","1","1","2"
"2021/03/23 1:48:59 pm CET","40-65 år","Ja (enbart digitalt)","3","Eftersom jag är lite osäker","2","1","3","3","1","1","2"
"2021/03/23 1:50:36 pm CET","40-65 år","Ja (enbart digitalt)","5","kænns vældigt komplett. ","1","1","3","5","1","1","1"
"2021/03/23 1:51:01 pm CET","40-65 år","Ja (enbart digitalt)","5","","1","1","5","5","1","1","1"
"2021/03/23 1:55:51 pm CET","Över 65 år","Ja (enbart digitalt)","4","","1","1","5","5","1","1","1"
"2021/03/23 1:56:54 pm CET","Över 65 år","Ja (enbart digitalt)","1","Så billigt som möjligt o avstår de tre nedre erbjudanden","2","1","3","4","1","1","1"
"2021/03/23 1:57:15 pm CET","Över 65 år","Nej, men har varit förut","2","Skulle vilja ha e dn men den är dyr. ","1","1","2","1","1","1","1"
"2021/03/23 2:04:20 pm CET","40-65 år","Ja (papperstidning)","3","","2","2","3","3","2","2","2"
"2021/03/23 2:06:37 pm CET","40-65 år","Ja (enbart digitalt)","3","","1","1","4","3","2","1","1"
"2021/03/23 2:08:44 pm CET","Över 65 år","Ja (enbart digitalt)","1","Artiklar, nyhetsarkiv och korsord men inte e-dn","1","1","1","1","1","1","1"
"2021/03/23 2:13:13 pm CET","Över 65 år","Ja (enbart digitalt)","1","Ni krånglar till det med en massa olika paket. Hur man än väljer dyker något alternativ upp man inte tänkt på. För många alternativ skapar en känsla av misslyckad marknadsföring och i slutändan lurendrejeri. ","1","1","1","1","1","1","1"
"2021/03/23 2:15:04 pm CET","40-65 år","Ja (enbart digitalt)","4","Dra erbjudande som täcker mina behov","1","1","2","3","3","1","2"
"2021/03/23 2:19:45 pm CET","40-65 år","Ja (enbart digitalt)","3","3 räcker inte till familjen (5), rabatter helt ointressant","1","4","2","2","1","3","3"
"2021/03/23 2:21:57 pm CET","40-65 år","Ja (enbart digitalt)","2","läser tidningen sporadiskt","1","1","3","2","2","1","2"
"2021/03/23 2:26:59 pm CET","Över 65 år","Ja (enbart digitalt)","5","","1","1","5","5","1","1","1"
"2021/03/23 2:28:07 pm CET","40-65 år","Nej, men har varit förut","3","","1","1","4","4","1","1","1"
"2021/03/23 2:28:24 pm CET","Över 65 år","Ja (enbart digitalt)","5","Haf tDN i många år och tycker den är skapligt neutral och heltäckande. Många bra reportage ","1","1","5","5","1","1","1"
"2021/03/23 2:30:39 pm CET","30-39 år","Ja (enbart digitalt)","4","Inget mer än jag behöver och använder. Lägsta tillgängliga priset (fast kunde gärna varit billigare).","3","1","5","4","3","2","3"
"2021/03/23 2:32:24 pm CET","40-65 år","Ja (enbart digitalt)","2","För dyrt","1","1","2","2","1","1","1"
"2021/03/23 2:33:13 pm CET","40-65 år","Ja (enbart digitalt)","5","Rätt pris för rätt nivå av funktioner!","1","1","4","5","1","1","2"
"2021/03/23 2:33:29 pm CET","40-65 år","Ja (papperstidning)","4","Prisvärt och bra, jag önskar artiklar och extra konto för familjen ","2","1","4","3","3","2","4"
"2021/03/23 2:34:49 pm CET","Över 65 år","Ja (papperstidning)","3","nöjd med prnumeration på papperstidning","3","2","3","2","3","3","4"
"2021/03/23 2:36:24 pm CET","Under 30 år","Ja (papperstidning)","1","Vill ha papperstidningen ","1","1","1","1","1","1","1"
"2021/03/23 2:37:58 pm CET","40-65 år","Nej, men har varit förut","2","Har haft denna prenumeration men tyckte det blev för mycket pengar över tid","1","1","2","2","1","1","1"
"2021/03/23 2:45:20 pm CET","40-65 år","Ja (enbart digitalt)","3","Får tillgång artiklar","2","1","4","3","2","1","1"
"2021/03/23 2:52:35 pm CET","Under 30 år","Ja (enbart digitalt)","3","Arkiv är bra, men rabatterna och de extra kontona är jag personligen inte särskilt intresserad av. Hade hellre sett ett erbjudande utan dem för t.ex. 99kr/mån","1","4","5","3","1","4","3"
"2021/03/23 2:56:50 pm CET","40-65 år","Ja (papperstidning)","1","Inte intresserad av enbart digitalt.","1","1","1","1","1","1","1"
"2021/03/23 2:58:05 pm CET","40-65 år","Ja (enbart digitalt)","4","Rimligt pris för nyheter och 3 extra konton.","1","1","2","5","1","1","1"
"2021/03/23 2:58:16 pm CET","Över 65 år","Ja (enbart digitalt)","3","","1","1","1","1","1","1","1"
"2021/03/23 3:06:01 pm CET","Över 65 år","Ja (papperstidning)","5","Jag tycker DN är jättebra. Trovärdigt, lättläst, överskådligt och täcker ”alla” nyheter","2","2","4","2","4","2","2"
"2021/03/23 3:12:49 pm CET","40-65 år","Nej och har aldrig varit","1","1428 per år är för mycket eftersom jag inte läser många artiklar på djupet. Påtvingade skattefinansierat media snedvrider konkurrensen. Tyvärr.  ","1","1","1","1","1","1","1"
"2021/03/23 3:17:12 pm CET","40-65 år","Ja (papperstidning)","4","ganska billigt för att ta del av er journalistik varje dag","1","2","5","5","3","1","1"
"2021/03/23 3:17:14 pm CET","Över 65 år","Ja (papperstidning)","1","","1","1","1","1","1","1","1"
"2021/03/23 3:19:33 pm CET","Över 65 år","Ja (papperstidning)","1","","1","1","1","1","1","1","1"
"2021/03/23 3:23:04 pm CET","40-65 år","Nej, men har varit förut","1","behöver bara nyheter via dator","1","1","2","3","1","1","1"
